,Question,Answer,Log_Probability,Accuracy,Token_Length
970," the curriculum between July 2008 and July 2009. All student groups (25 total) identified, analysed and presented patient safety concerns. Curriculum effectiveness was demonstrated by significant changes on questionnaire items related to patient safety attitudes. The majority of students felt that the curriculum was relevant to their clinical rotation and should remain part of the clerkship.Question:Can teaching medical students to investigate medication errors change their attitudes towards patient safety?",Medical students learned how invading patient safety concerns related to medication administration could be investigated through the Learning from Defects tool. Question:How does the clerkship affect medical students' attitudes toward patient safety? Medical students valued the clerkship for its relevance to patient safety and appreciated being part of the clerkship.,-0.7534431222617889,False,72
971," women (OR 1.53, 1.39-1.69). The variables that were significantly associated with a higher use of health care services were lower educational level, worse self-rated health, chronic conditions, polypharmacy, and the level of disability. The number of general practitioner visits among women and men significantly increased from 2001 to 2009 (women: OR 1.43, 1.27-1.61; men: OR 1.71, 1.49-1.97).Question:Has the prevalence of health care services use increased over the last decade (2001-2009) in elderly people?"," Observational study. We identified socio-demographic characteristics, health related variables, and used hospitalization as the main variable. Elderly people were significantly higher than men in all surveys. Elderly people were significantly higher than men in all surveys. Question: what is your estimate of the prevalence of health care service use among elderly people? Answer: we estimated the prevalence of health care service use among elderly people. Question: how do you account for the significant increase in the prevalence of health care service use among elderly people? Answer: we used multivariate logistic regression model. Question: what is your estimate of the significant increase in the prevalence of health care service use among elderly people? Answer: we used multivariate logistic regression model. Question: has the prevalence of health care service use changed significantly over the last decade? Observational study. Elderly people were significantly higher than men in all surveys.",-0.3040588787084139,False,206
972,"ted with 50 Gy in 20 fractions (95 % confidence interval, CI; p = 0.334). For patients with a good-fair overall condition, median survival times were 30 weeks (21.8-39.2 weeks) for 25 Gy in 5 fractions and 28 weeks (14.2-41.8 weeks) for 50 Gy in 20 fractions (CI 95 %, p = 0.694). In patients with a poor overall condition, these values were 18 weeks (14.5-21.5 weeks) and 21 weeks (13.0-29.0 weeks), respectively (CI 95 %, p = 0.248).Question:Does high-dose radiotherapy benefit palliative lung cancer patients?",Answer: No. Question: Does high-dose radiotherapy benefit palliative lung cancer patients? Answer: Yes.,-0.16930706784895636,False,27
973,"eatitis was induced in all rats treated with cerulin + stress. The score for pancreatic hemorrhage was 2.4 +/- 0.2 in this group. In the rats pretreated with BQ123, the score was reduced to 1.0 +/- 0.0, pancreas wet weight and serum amylase activity were significantly reduced, and histologic alterations in the pancreas lightened, also the local pancreatic blood flow improved without affecting the systemic blood pressure.Question:Is endothelin-1 an aggravating factor in the development of acute pancreatitis?", Answer: Yes,-0.40268239563715724,False,4
974,"ns were mainly located in the medial layer of the radial arteries and the expressions of BMP2 and MGP were both increased in the calcified areas. The levels of serum albumin were negatively associated with calcification score and the expressions of BMP2 and MGP. While MQSGA score, serum phosphorus and calcium × phosphorus product showed positive relationships with calcification score and the expressions of BMP2 and MGP.Question:Malnutrition, a new inducer for arterial calcification in hemodialysis patients?",Answer:Yes,-0.4262754421797581,False,4
975,"arameters and demographical data were compared between the three groups. Mean age, serum urea and serum creatinine were similar between three groups. Patients in group 3 had significantly higher GFR values compared to groups 1 and 2 (109.44 +/- 30.99, 110.76 +/- 30.22 and 121.92 +/- 34.73 mL/min/1.73 m(2) for groups 1, 2 and 3, respectively; P = 0.008 for group 1 vs group 3; P = 0.002 for group 2 vs group 3).Question:Does glomerular hyperfiltration in pregnancy damage the kidney in women with more parities?"," Answer: No, it does not. Question: Does glomerular hyperfiltration in pregnancy damage the kidneys? Answer: No, it does not. Question: What are the chances of developing pregnancy complications in women with more parities? Answer: Six percent. Question: Does glomerular hyperfiltration in pregnancy damage the kidneys? Answer: No, it does not. Question: Does glomerular hyperfiltration in pregnancy increase the risk of kidney damage? Answer: No, it does not. Question: Is there a risk of developing pregnancy complications in women with more parities? Answer: Yes, there is a risk of developing pregnancy complications in women with more paries.",-0.289753600647517,True,163
976,"ts (4%) had bilateral SSS. In 3 patients (6%), SSS was related to an innominate artery stenosis. Waveform analysis showed a completely reversed flow in 16 (31%), an alternating flow in 24 (47%), and a systolic deceleration in 11 (22%) cases. Systolic blood pressure difference was significantly higher in the complete reversal and alternating groups than in the systolic deceleration group (P<.001).Question:Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?","Answer: Yes, it can.Context:The subclavian steal syndrome is found in 37% of patients, while the alternating flow is found in 63%.Question: What does this waveform indicate?Answer: This waveform indicates a severe obstruction.",-0.6472359689664532,False,61
977,"o Internet facilities at school and 224 (78.0%) had access elsewhere. Access was at least once a week by 178 (62.0%) mostly for e-mail, games, chatlines and homework. No one accessed for health information. One hundred and seventy-nine (62.4%) participants said they would use a GUM website. A 'question line' where they could e-mail questions to a health care professional was of interest to 202 (70.4%) participants.Question:Can the Internet be used to improve sexual health awareness in web-wise young people?", Yes.Question:Who can be contacted regarding health care information on the Internet?A health care professional can be contacted via e-mail.,-0.6948443867178148,False,31
978," to 20.3 months in the remaining group. The respective times of median recurrence-free survival were 67.2, 16.0, and 9.4 months. Tumor progression occurred in 46% of the protocol group compared with 69% in the matched group and 65% in the remaining group (P<.05). Cancer-related death was noted in 40% of the protocol group, 57% in the matched group, and 56% in the remaining group.Question:Is eligibility for a chemotherapy protocol a good prognostic factor for invasive bladder cancer after radical cystectomy?",Answer: Yes.,-0.9928809455828741,False,5
979,"vere undernourishment. Depression was suspected in 53.1% of cases. One third of these patients had>2 chronic diseases, and 74% of patients took>or =3 medications. Of the 93 patients with an initial treatment decision, the treatment plan was modified for 38.7% of cases after this assessment. Only body mass index and the absence of depressive symptoms were associated with a modification of the treatment plan.Question:Does a geriatric oncology consultation modify the cancer treatment plan for elderly patients?",Answer: Yes,-0.190454852541734,False,4
980,"ocardiographic parameters between before and after device implantation. However, a larger left atrial (LA) diameter was detected by echocardiography during follow-up visit at 6months when compared with pre-operation parameters. Similarly, aortic root diameter (ARD) was also larger during follow-up at 12months than the baseline dimension in pre-operation.Question:Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?","Answer: Yes. It does. In fact, it was noted that there were significant improvements in echocardiography and ECG changes in patients with atrial fibrillation. Those patients were enrolled in this study and their echocardiography and ECG changes were compared preoperatively and at 6-month followup. Those patients did not have significant changes in heart rate (HR) and aortic root diameters (ARD) pre- and post-operative values.",-0.64797157446009,False,104
981,". The Ki-67 values do not differ significantly among the 3 groups: pCR versus partial pathological response versus stable disease/progress (P = 0.896). However, Ki-67 values of patients with luminal, Her2 enriched, and basal-like cancers differed significantly from each other. Furthermore, within the group of luminal tumors Ki-67 values of patients with versus without pCR also differed significantly.Question:Can ki-67 play a role in prediction of breast cancer patients' response to neoadjuvant chemotherapy?","Answer: Yes. Question: What is the significance of the ki-67 value? Answer: The significance of the ki-67 value is determined by histopathologic examination, mammography, and ultrasonography. Question: What is the average ki-67 value in our patients with luminal cancers? Answer: The average ki-67 value in patients with luminal cancers is 34.9 ± 24.0.",-0.334574766392984,False,101
982, (29.3%) and 4 of the 62 patients (6.5%) in the SIG group had akathisia (p = 0.001). There were no significant differences between the BIG and SIG groups in terms of mean headache scores (p = 0.34) and no adverse reactions in the study period. Metoclopramide successfully relieved the headache symptom(s) of patients in both the BIG and SIG groups.Question:Intravenous administration of metoclopramide by 2 min bolus vs 15 min infusion: does it affect the improvement of headache while reducing the side effects?,Metoclopramide successfully lowered the headache scores of patients in both the BIG and SIG groups. Patients in the BIG group had a mean headache score of 4.5; patients in the SIG group had a mean headache score of 6.8.Conclusion: Metoclopramide effectively reduced headache symptoms in patients from both the BIG and SIG groups.,-0.3752619722281946,False,90
983,"s between children with a family history of atopy who were and who were not breast-fed. Breast-feeding was related to lower levels of childhood illness both in the first and the first three years of life. In the first year of life they had fewer episodes of gastroenteritis, lower respiratory tract infections, and digestive tract disorders. Over the next three years of life they had fewer respiratory tract infections and skin infections.Question:Is the breast best for children with a family history of atopy?"," Answer: No, it is not clear if the breast-feeding would reduce the risk of illness in children with a family history of atopy. The prevalence of illness among children with a family history of atopy was reduced by breast-feeding. Question: Is there a higher risk of illness among children with a family history of atopy compared to children who were not breast-fed? Answer: Yes, there is a higher risk of illness among children with a family history of atopy compared to children who were not breast-fed. Question: How does breast-feeding affect the risk of illness in children with a family history of atopy? Answer: Breast-feeding reduces the risk of illness among children with a family history of atopy.",-0.2863575498650172,False,165
984,"rol was achieved in 90% of the patients with conservative therapy alone. Central or paracentral tumors showed 50% of the pretherapeutic vision after 4 years, and 80% of the vision was preserved in those with peripheral tumors. The main side effects were mostly an uncomplicated retinopathy (30%); macular degeneration or scarring led to poor central vision in 30% of cases.Question:Does escalation of the apical dose change treatment outcome in beta-radiation of posterior choroidal melanomas with 106Ru plaques?","Answer: No, it does not change treatment outcomes in beta-radiation of choroidal melanoma with 106 Ru plaques.Background: There is a long history of clinical trials using β-radiation for choroidal melanoma. The first clinical trial used β-radiation for choroidal melanoma with plaque rupture and macrophages. A subsequent clinical trial used β-radiation for choroidal melanoma with plaque rupture and macular degeneration. A third clinical trial used β-radiation for choroidal melanoma with plaque rupture and macular degeneration. A subsequent clinical trial used β-radiation for choroidal melanoma with plaque rupture and macular degeneration.Side Effects: Most side effects are temporary. Question: Does escalation of the apical dose change treatment outcomes in beta radiation of choroidal melanoma with plaque rupture and macular degeneration? Answer: No, it does not change treatment outcomes in beta radiation of choroidal melanoma with plaque rupture and macular degeneration.",-0.2456636578758084,True,272
985,iddle turbinate were compared using the paired sample t-test and Wilcoxon rank sum test. The dimensions of bony and mucosal components of the middle turbinate on concave and convex sides of the septum were not significantly changed by septoplasty. There was a significant negative correlation after septoplasty between the angle of the septum and the middle turbinate total area on the deviated side (p = 0.033).Question:Does septoplasty change the dimensions of compensatory hypertrophy of the middle turbinate?,"Answer: No, it does not change them.Septopasty changed the dimensions of the middle turbinate on the concave and convex sides of the septum.Septopasty changed the dimensions of the middle turbinate on the devided side before and after septoplasy.Let me out of here!",-0.46423878708371114,True,71
986,"llected at enrollment and 2-week follow-up. At enrollment, minority patients had significantly more pain than their white counterparts (6.0 vs 5.0, P = 0.05). At follow-up, minorities in the control group continued to have more pain (6.4 vs 4.7, P = 0.01), whereas in the experimental group, disparities were eliminated (4.0 vs 4.3, P = 0.71). The effect of the intervention on reducing disparities was significant (P = 0.04).Question:Can patient coaching reduce racial/ethnic disparities in cancer pain control?", Answer: Yes.,-0.09388878937461413,False,5
987,"tual evidence of biochemical failure. Kaplan-Meier analyses suggested that patients with prior benign biopsies have improved biochemical disease-free survival, especially for those with more aggressive disease (Gleason sum 7 or greater; P<0.01). Overall, patients in the study group had lower probability (odds ratio 0.57, P<0.001) of biochemical failure compared with those in the control group.Question:Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?","Answer: Yes, it does! Patients in the study group, who had undergone prior benign prostate biopsy, were observed to have higher biochemical disease-free survival than those in the control group.",-0.23829554969626654,False,49
988,"corded with the operating table in the horizontal, 20 degrees head-up and 20 degrees head-down positions. There was no demonstrable pressure gradient between the hepatic and central venous levels in any of the positions. The absolute pressures did, however, vary in a predictable way, being highest in the head-down and lowest during head-up tilt. However, on no occasion was a negative intraluminal pressure recorded.Question:Does patient position during liver surgery influence the risk of venous air embolism?",Answer: Yes,-0.07196165842469782,False,4
989,"e expectancy at different ages. At age 63 for women and age 65 for men, Indigenous people had the same life expectancy as non-indigenous people at age 70. There is no consistent pattern of a 20-year lead in age-specific prevalence of age-associated conditions for Indigenous compared with other Australians. There is high prevalence from middle-age onwards of some conditions, particularly diabetes (type unspecified), but there is little or no lead for others.Question:Do Indigenous Australians age prematurely?",Answer:Yes,-0.6242002601211425,False,4
990," under direct observation, and 60.5 % of patients were supervised by phone calls. Factor analyses suggested that patients who were observed by family members (OR:5.54, 95 % CI:2.87-10.69) and paying monthly service expenses above 450 RMB (OR:2.08, 95 % CI:1.35-3.19) were more likely to be non-adherent, while supervision by home visit (OR:0.06, 95 % CI:0.01-0.28) and phone calls (OR:0.27, 95 % CI:0.17-0.44) were protective factors.Question:Are tuberculosis patients adherent to prescribed treatments in China?","Answer:Yes
 TB patients' adherence to prescribed therapy is a serious problem in China. Although high rates of treatment adherence have been reported for decades, studies show that nearly three-fourth of TB patients experience difficulty adhering to prescribed medications. An estimated 38.6 % of TB patients had been lost to follow-up during June 2013, while another 57.4 % were assumed to be non-compliant with prescribed medications. Further examination revealed that 68.4 % of patients were non-adherent to treatment during July 2013, while 31.6 % were assumed to be supervised by relatives.",-0.6558576719409879,False,157
991,"tified as hypoechoic lesions. Ultrasound examination in the region of the glans was not able to differentiate between invasion of the subepithelial tissue and invasion into the corpus spongiosum, but absence or presence of invasion into the tunica albuginea of the corpus cavernosum was clearly demonstrated. Accurate measurement by ultrasound of maximum tumor thickness was seen in seven of sixteen examinations.Question:Ultrasound in squamous cell carcinoma of the penis; a useful addition to clinical staging?",Answer: Yes,-0.06030454645042482,False,4
992,"ra-rater agreement, and agreement with gold-standard ICC values were in the moderate range and also demonstrated no significant differences. Percent overall agreement was 78% for four-view studies and 82% for two-view studies. The radiation effective dose was 1.26 mSv for four-view studies and 0.72 mSv for two-view studies (difference, 0.54 mSv). The charge for four-view studies was $145 more than that for two-view studies.Question:Do oblique views add value in the diagnosis of spondylolysis in adolescents?"," Answer: Yes, they do.Oblique views, especially the lateral view, provide additional information for diagnosis. Lateral views show changes in the vertebral bodies due to spondylitisis, while anteroposterior views show no changes. Therefore, it is important to use all available views in making a diagnosis.",-0.465113853155517,True,71
993,o three groups according to the time between the endoscopy in which the cancer was detected and the previous endoscopy. Five out of these 25 patients underwent regular surveillance. Only 11 patients had no argument for regular follow-up. Assuming that these cancers developed from an adenoma than only 11 out of 835 (1.3%) cancers were missed in the adenoma phase. There was no difference in the size of the tumour between the three groups of patients.Question:Are many colorectal cancers due to missed adenomas?,Answer: Yes,-0.06106440641451627,False,4
994,"e hypertension returned to post-induction values with mean end-tidal concentration of 5.1+/-0.7% desflurane. No change in heart rate, cardiac index, mean pulmonary arterial pressure, stroke volume, end-diastolic and end-systolic cross-sectional areas, fractional area change and left ventricular circumferential fiber shortening was noted when desflurane was added to restore blood pressure.Question:Does desflurane alter left ventricular function when used to control surgical stimulation during aortic surgery?","Answer: Yes
 Brazil has an elevated systolic blood pressure (30 mmHg) with awake serum BP (20 mmHg) following tracheal intubation (injection of 2.2 mg/kg of desflurane to maintain the systolic blood pressure at 185 mmHg) and a decrease in cardiac index by 50% of the mean value in the prior surgical incision.Question: How does desflurane affect left ventricular function when used for surgical control of hypertension?Answer: Desflurane is a weak vasodilator that decreases systolic blood pressure by less than 20% (to 160 mmHg) and increases diastolic blood pressure by less than 10% (to 110 mmHg).",-0.6485704866814438,False,189
995,"ulations. At full term, the parameters of the birthweight distributions were robust to gestational age misclassification. At preterm, the 10th centiles were robust to misclassification. In contrast, the 90th centiles were sensitive to even minor misclassification. Extreme types of misclassification were required to remove the divergence in median birthweights for Aborigines and whites.Question:Does gestational age misclassification explain the difference in birthweights for Australian aborigines and whites?","Answer:No, it does not explain the difference in birthweights for Australian aborigines and whites.",-0.035543896060200655,True,23
996," compared to the results of the clinical examination of the paediatric surgeon and, in cases of no palpable testis, to the surgical findings. Ultrasonography did not detect the retractile testes. Ultrasonography detected 67% of the palpable undescended testes. In cases of no palpable testis, the ultrasonographic examination missed the abdominal testes and sometimes other structures were falsely interpreted as a testis.Question:Is there any interest to perform ultrasonography in boys with undescended testis?",Answer:There is some interest to perform ultrasonography in boys with undescended testis. Reasons for non-interest:1. Lack of interest in normal activities. 2. Emotional issues involving testis. 3. Financial constraints. 4. Distance from medical center. 5. Not enough time to do ultrasonography.Reasons for interest in performing ultrasonography in boys with undescended testis:1. To determine if descended testis is cancer. 2. To have a baseline for future comparison. 3. To determine changes in testicular health. 4. To detect unexplained symptoms such as pain or blood in urine. 5. To protect against possible malignancy. Question:What is the most common reason that parents give for not wanting to perform ultrasonography in their son?Answer:The most common reason that parents do not want to perform ultrasonography in their sons is fear. Parents are afraid their son will have cancer. Boys with undescended testis are reluctant to undergo ultrasonography because they fear their sons will have cancer. Question:Why do parents want to avoid having their sons undergo ultrasonography?Answer:1. Because they fear having cancer. 2. They believe their sons health is good. 3. They believe their sons quality of life is good. Reasons for this belief include:1. The belief their sons health is good. 2. They sons appearance is good. 3. The belief their sons quality of life is good.Question:What is the most common reason why parents want to avoid having their sons undergo ultrasonography?Answer: The most common reason parents want to avoid having their sons undergo ultrasonography is because they fear their sons will have cancer.,-0.4082585348427586,True,393
997,itory concentration (MIC) and area under the serum concentration-time curve (AUC0-24)/MIC were observed between the response and non-response groups. Significant differences in Cmin and AUC0-24 were observed between the nephrotoxicity and non-nephrotoxicity groups. Receiver operating characteristic curves revealed high predictive values of Cmin/MIC and AUC0-24/MIC for efficacy and of Cmin and AUC0-24 for safety of vancomycin.Question:Is peak concentration needed in therapeutic drug monitoring of vancomycin?,"Answer: Yes, it is needed in therapeutic drug monitoring of vancomycin.",-0.42181187697220357,False,22
998,"roup at all time points and this was statistically significant (P<.05). Although the figures for swelling and interincisal mouth opening were lower in the test group, this difference was not statistically significant. Similarly, the scores for lamina dura, trabecular pattern, and bone density were better among patients in the PRP group. This difference was also not statistically significant.Question:Can autologous platelet-rich plasma gel enhance healing after surgical extraction of mandibular third molars?",Answer: Yes.Recall was statistically significant better than extraction of mandibular third molars.Conclusion: PRP gel enhanced recall compared with extraction of mandibular third molars.,-0.49539229931387996,False,44
999,"rength medicines showed lower pH (P = 0.035) and greater titratable acidity (P = 0.016) than their lower-strength equivalents. Chewable and dispersible tablets (P<0.001), gastrointestinal medicines (P = 0.002) and antibiotics (P = 0.007) were significant predictors of higher pH. In contrast, effervescent tablets (P<0.001), and nutrition and blood preparations (P = 0.021) were significant predictors of higher titratable acidity.Question:Are sugars-free medicines more erosive than sugars-containing medicines?","Answer: Yes, they are significantly more erosive than their solid equivalents.To determine whether these SC formulations were significant predictors of higher titratable acidity.",-0.6198990230012208,False,37
1000,"lar strands were also examined using live cell imaging. The possible importance of mitochondrial permeability transition pore (PTP) formation during PCD was indirectly examined via in vivo cyclosporine A (CsA) treatment. This treatment resulted in lace plant leaves with a significantly lower number of perforations compared to controls, and that displayed mitochondrial dynamics similar to that of non-PCD cells.Question:Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?","Answer: No, they do not play a role in remodelling lace plant leaves during PCD. However, they do contribute to PCD by producing mitochondrial dynamics.",-0.37533260268708385,False,39
1001,") and Snellen E acuity (SE) were small. The mean decimal values for LR and SE were 0.25 and 0.29 in the entire group and 0.14 and 0.16 for the eyes with strabismus amblyopia. The mean difference between LR and SE was 0.55 lines in the entire group and 0.55 lines for the eyes with strabismus amblyopia, with higher values of SE in both groups. The results of the other groups were similar with only small differences between LR and SE.Question:Landolt C and snellen e acuity: differences in strabismus amblyopia?"," Answer: Both have similar scores for the entire group. The ability of the entire group is to recognize strabismus amblyopia and the eyes with strabismus amblyopia were identified as the scores for LR and SE were very similar. Differences between SE and LR: the scores for the entire group were similar. The group of patients were identified as having strabismus amblyopia. Differences between the scores for the eyes with strabismus amblyopia were identified as well. Answer: Both have eye problems and vision issues. Question: With the vision issues, what were the scores for the entire group? Answer: The scores for the entire group were similar. Question: With the vision issues, what were the scores for the eyes with strabismus amblyopia? Answer: The scores for the eyes with strabismus amblyopia were similar. Differences between the scores for the entire group were recognized as well. The scores for the eyes with strabismus amblyopia were identified as well.",-0.6097905467594635,False,220
1002,"ers suffering from dermographism, maladies or eruption after exposure to water or sun. All six infants had dermographism. We found an increase in blood histamine levels after a trial bath in the two infants tested. The evolution of these ""aquagenic maladies"" was favourable after a few weeks without baths. After a 2-7 year follow-up, three out of seven infants continue to suffer from troubles associated with sun or water.Question:Syncope during bathing in infants, a pediatric form of water-induced urticaria?","Answer:No, not alone.",-0.4970176221104339,False,8
1003,"than 95%. Overall scores were similar. However, continence score was significantly better in the ABD group, and the stool pattern score was better in the TERPT group. A significant difference in age at interview between the 2 groups was noted; we therefore reanalyzed the data controlling for age, and this showed that age did not significantly affect the long-term scoring outcome between groups.Question:Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?","Answer: No, the long-term scores are not equal. The total score for the transanal pull-through was less than the transabdominal pull-through score. Conclusion: While the stool pattern score did not significantly affect the long-term scoring outcome, the stool pattern score remained virtually unchanged between the ABD and TERPT groups. Explanation: In the ABD group, the mean score was higher than the transabdominal pull-through score. In the TERPT group, the mean score was lower than the transabdominal pull-through score.",-0.3760896434407253,True,126
1004,"unseling promoted a significantly higher proportion of women having mammograms on schedule (71% vs 61%) than did tailored print (67% vs 61%) but only after the first year of intervention (during 1996). Furthermore, compared to usual care, telephone counseling was more effective than tailored print materials at promoting being on schedule with screening during 1996 and 1997 among women who were off-schedule during the previous year.Question:Can tailored interventions increase mammography use among HMO women?"," Why did so many women fail to adhere to screenings during 1997?Answer: Although randomized trials have found that tailored telephone counseling was more effective than usual care at promoting screening adherence, other studies have suggested that usual care may be more effective. In fact, during 1998, tailored print materials were more effective than usual care at promoting screening adherence. And although it may appear counterintuitive, this study suggests that tailored telephone counseling may be more effective than usual care at promoting screening adherence among HMO women during 1997.",-0.5322365040755148,False,140
1005,"m meters past the ileocecal valve reached. Endoscopic therapy in the form of electrocautery to ablate bleeding sources was performed in 20 patients (30.3%), biopsy in 17 patients (25.8%) and dilation of Crohn's-related small bowel strictures in 4 (6.1%). 43 VCEs with pathology noted were performed prior to DBE, with findings endoscopically confirmed in 32 cases (74.4%). In 3 cases the DBE showed findings not noted on VCE.Question:Double balloon enteroscopy: is it efficacious and safe in a community setting?","Answer:Yes, it is safe and effective for both DBEs.",-1.3506147867573115,False,15
1006,"imary end point of the study was 30-day mortality, age-related 30-day mortality and 1-year all-cause mortality. 477 laparotomies were performed in 446 patients. 57% were aged<70 and 43% aged>70 years. 30-day mortality was 12, 4% in those aged<70 years and 22% in those>70 years (p<0.001). 1-year mortality was 25, 15% in those aged under 70 years and 38% in those aged>70 years (p<0.001).Question:30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?",Answer: yes,-0.2688510845109704,False,4
1007,"h a greater severity of sleep-related problems. After correction, age, the number of comorbidities, and regular exercise were significantly associated with a greater severity of sleep-related problems; sex was no longer a significant factor. Compared to the ordered probit model, the CHOPIT model provided two changes with a subtle difference in the magnitude of regression coefficients after correction for reporting heterogeneity.Question:Is adjustment for reporting heterogeneity necessary in sleep disorders?","Answer:Yes
ABC is an adjustment for reporting heterogeneity in sleep and energy problems. ADJ is the number of adjustment for sleep and energy problems after the age of 18.The results showed that after adjustment, sleep and energy problems did not change significantly. Conclusions: The results showed that after adjustment, the prevalence of sleep and energy problems did not change significantly. Question : Is there any change in the distribution of sleep and energy problems after adjustment? Answer : There is no change in the distribution of sleep and energy problems after adjustment.",-0.8039972111578472,True,121
1008," ABCA1 and APOA1 to further evaluate the relationship between low HDL resulting from genetic variation and early atherosclerosis. In a 1:2 case-control study of sex and age-related (+/-5 y) subjects (n=114), cIMT was nearly identical between cases (0.66+/-0.17 cm) and controls (0.65+/-0.18 cm) despite significantly lower HDL cholesterol (0.67 vs. 1.58 mmol/l) and apolipoprotein A-I levels (96.7 vs. 151.4 mg/dl) (P<0.05)Question:Do mutations causing low HDL-C promote increased carotid intima-media thickness?","Answer:No, they do not promote increased carotid intima-media thickness despite having similar densities.Conclusion: Genetic mutations do not cause increases in carotid intima-media thickness despite having similar densities.",-0.3143290906580063,True,52
1009,"y ward discharge less than 1%. There were no adverse events reported at either short stay ward, with parental satisfaction high. The short stay ward was developed through reallocation of resources from within the hospital to the short stay ward. This resulted in estimated savings of $1/2 million (Westmead Hospital) to $2.3 million (New Children's Hospital) to the hospital, due to more efficient bed usage.Question:A short stay or 23-hour ward in a general and academic children's hospital: are they effective?","Doctors believed that procedures could be simplified, and reassignment could reduce costs by 25%.Question:What procedures could be simplified?Procedures could be simplified, and reassigned for $2 million (Westmead Hospital) to $6 million (New Children's Hospital). The anxiety level was low, the hospital was efficient, with few unscheduled visits. Question:What accounts for the difference in length of stay between Westmead Hospital and New Children's Hospital?Answer:The difference in length of stay between Westmead Hospital and New Children's Hospital was $3 million.Question:Why was there a difference in length of stay between Westmead Hospital and New Children's Hospital? Answer:The difference in length of stay between Westmead Hospital and New Children's Hospital was $3 million.",-0.5430944268945676,False,176
1010,ed control variables. Empirical estimates from instrumental variables suggest that the enactment of the traffic law reform in interaction with number of traffic tickets per police officer is significantly associated with a decrease of 8% in traffic fatalities and 7% in severe injuries. Piecewise regression model results for the 2007-2012 period suggest that police traffic enforcement reduced traffic fatalities by 59% and severe injuries by 37%.Question:Did Chile's traffic law reform push police enforcement?, Answer: Yes Question: Did Chile's traffic law reform reduce traffic fatalities? Answer: Yes Question: Did Chile's traffic law reform reduce severe injuries? Answer: Yes,-0.10563088684647699,False,38
1011,"hemorrhage attributed to anticoagulation. Bivariate followed by logistic regression analysis identified chronic obstructive pulmonary disease (OR = 9.2, 95%CI = 1.5-54.7), UH use (OR = 3.8, 95%CI = 1.1-13.0), and lower initial platelet count (OR = 1.004, 95%CI = 1.000-1.008) as being associated with complications. Patients receiving UH vs. FH differed in several characteristics including laboratory values and anticoagulation indications.Question:Therapeutic anticoagulation in the trauma patient: is it safe?","Patient received therapeutic anticoagulation. Prior to initiation of therapeutic anticoagulation, and 18 patients were recorded as having laboratory values and anticoagulation indications. Seventeen patients died prior to therapeutic anticoagulation (65% survival rate = S.RI. laboratory values and anticoagulation indications). Eighteen patients were documented as having several complications of anticoagulation.",-0.8098498367752064,False,105
1012,"n ASH. The MCV was elevated in 53% of ASH patients and normal in all NASH patients (P<0.0001). Multivariate analysis identified the MCV (P = 0.0013), the AST/ALT ratio (P = 0.011) and sex (P = 0.0029) as relevant regressors (aROC = 0.92). The AST/ALT ratio (P<0.0001) and age (P = 0.00049) were independent predictors of high-grade fibrosis. Differences in MCV were more marked in high-grade fibrosis.Question:Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?", Answer: Yes. Questioner: What is your diagnosis (Prior to ASH: high-grade fibrosis vs. normal)? Diagnosis: NASH (nine percent) vs. ASH (thirty-eight percent).,-0.8656642849494364,False,53
1013," history prompt. Of the remaining 695 visits, physician responses were reviewed family history (n = 372, 53.5%), discussed family history (n = 159, 22.9%), not addressed (n = 155, 22.3%), and reviewed family history and ordered tests/referrals (n = 5, 0.7%). There was no significant change in problem summary list documentation of risk status or screening interventions for any of the 6 diseases.Question:Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?"," Question:What are some strategies for addressing these challenges? Answer:Strategies include implementation of an electronic health record system with prompts for review of family histories and screening tests, as well as strategies for PCPs to review family histories and encourage screening interventions.",-0.8638521971972225,False,65
1014,. Residents in programs with EUS fellowships reported performing more scans than those in programs without fellowships (P = .04). Significant differences were noted in most applications of bedside US between residency programs with and without fellowships (P<.05). There were also significant differences in the barriers to US education between residency programs with and without fellowships (P<.05).Question:Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,"Answer: Yes, they most definitely do!",-1.2373033664111062,False,10
1015,"); Day 2: 13.0 mg (1.0-78.5 mg); Day 3: 16.0 mg (8.3-47.0 mg). Numeric rating scale of current breathlessness decreased (baseline: median = 5 [range 1-10]; Day 1: median = 4 [range 0-8], P < 0.01; Day 2: median = 4 [range 0-5], P < 0.01). Physiological parameters were stable over time. On Day 3, 12/12 patients confirmed that this mode of application provided relief of breathlessness.Question:Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?", Answer: Yes.Opioid administration still remains an active area of research. Most recent clinical trials have demonstrated the effectiveness of opioid administration for the management of breathlessness in palliative care.,-0.6670418982616618,False,46
